national_number,version,description
0051,Omega Ruby / Alpha Sapphire,"Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly."
0051,Sun,This set of triplets moves cooperatively. It’s the power of teamwork that enables this Pokémon to dig to a depth of 60 miles.
0051,Moon,"Despite the closeness between this Pokémon and farmers and other people, no one has ever seen the parts of it concealed underground."
0051,Ultra Sun,"While the three of them normally get along splendidly, on rare occasions a huge fight will break out over which head gets to eat first."
0051,Ultra Moon,Dugtrio’s heads are sleek and smooth and incredibly hard. It can dig through any soil with its headbutts.
0051,Let's Go Pikachu / Let's Go Eevee,A team of triplets that can burrow to a depth of 60 miles. It’s reported that this triggers an earthquake.
0051,Sword,A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.
0051,Shield,These Diglett triplets dig over 60 miles below sea level. No one knows what it’s like underground.
0051,Brilliant Diamond / Shining Pearl,"Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
0051,Scarlet,"Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow."
0051,Violet,"In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction."
0052,Red / Blue,Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.
0052,Yellow,Appears to be more active at night. It loves round and shiny things. It can’t stop from picking them up.
0052,Gold,It is fascinated by round objects. It can’t stop playing with them until it tires and falls asleep.
0052,Silver,It loves anything that shines. It especially adores coins that it picks up and secretly hoards.
0052,Crystal,"It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too."
0052,Ruby / Sapphire,"MEOWTH withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this POKéMON loves shiny coins that glitter with light."
0052,FireRed,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow."
0052,LeafGreen,Adores round objects. It wanders the streets on a nightly basis to look for dropped loose change.
0052,Emerald,"MEOWTH withdraw their sharp claws into their paws to silently sneak about. For some reason, this POKéMON loves shiny coins that glitter with light."
0052,Diamond / Pearl / Platinum,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
0052,HeartGold,It is fascinated by round objects. It can’t stop playing with them until it tires and falls asleep.
0052,SoulSilver,It loves anything that shines. It especially adores coins that it picks up and secretly hoards.
0052,Black / White / Black 2 / White 2,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
0052,X,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
0052,Y,Adores round objects. It wanders the streets on a nightly basis to look for dropped loose change.
0052,Omega Ruby / Alpha Sapphire,"Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light."
0052,Sun,"It lies around all day, becoming active near dusk. At night, it wanders the city in search of loose change."
0052,Moon,It loves shiny things. It often fights with Murkrow over prey they’re both trying to catch.
0052,Ultra Sun,"When visiting a junkyard, you may catch sight of it having an intense fight with Murkrow over shiny objects."
0052,Ultra Moon,"It loves coins, so if you give it one, you can make friends with Meowth easily. But it’s fickle, so you can’t count on that friendship lasting."
0052,Let's Go Pikachu / Let's Go Eevee,Appears to be more active at night. It loves round and shiny things. It can’t stop itself from picking them up.
0052,Sword,"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."
0052,Shield,It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.
0052,Brilliant Diamond / Shining Pearl,"It is nocturnal by nature. If it spots something shiny, its eyes glitter as brightly as the shiny object."
0052,Scarlet,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow."
0052,Violet,"It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines, too."
0053,Red / Blue,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
0053,Yellow,The gem in its forehead glows on its own! It walks with all the grace and elegance of a proud queen.
0053,Gold,"Many adore it for its sophisticated air. However, it will lash out and scratch for little reason."
0053,Silver,Its lithe muscles allow it to walk without making a sound. It attacks in an instant.
0053,Crystal,"Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim."
0053,Ruby / Sapphire,PERSIAN has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the POKéMON’s surrounding vicinity. It becomes docile if grabbed by the whiskers.
0053,FireRed,Has a vicious temperament. Beware if it raises its tail straight up. It is a signal that it is about to pounce and bite.
0053,LeafGreen,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
0053,Emerald,A PERSIAN’s six bold whiskers sense air movements to determine what is in its vicinity. It becomes docile if grabbed by the whiskers.
0053,Diamond / Pearl / Platinum,"A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk."
0053,HeartGold,"Many adore it for its sophisticated air. However, it will lash out and scratch for little reason."
0053,SoulSilver,Its lithe muscles allow it to walk without making a sound. It attacks in an instant.
0053,Black / White / Black 2 / White 2,"A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk."
0053,X,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
0053,Y,Its lithe muscles allow it to walk without making a sound. It attacks in an instant.
0053,Omega Ruby / Alpha Sapphire,Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon’s surrounding vicinity. It becomes docile if grabbed by the whiskers.
0053,Sun,It has a violent temperament. It will attack anything that looks it in the eye. Its sharp claws inflict deep wounds.
0053,Moon,"It has a high opinion of itself, although not to the same extent as the Alolan Persian. It’s quite difficult to make friends with this Pokémon."
0053,Ultra Sun,"Although the jewel on its forehead appears to be a different color than those of Alolan Persian, it’s mostly made of the same material."
0053,Ultra Moon,This Pokémon is popular with rich people. It’s also targeted by hunters who are after the jewel in its forehead.
0053,Let's Go Pikachu / Let's Go Eevee,The gem in its forehead glows on its own! It walks with all the grace and elegance of a proud queen.
0053,Sword,"Getting this prideful Pokémon to warm up to you takes a lot of effort, and it will claw at you the moment it gets annoyed."
0053,Shield,Its elegant and refined behavior clashes with that of the barbaric Perrserker. The relationship between the two is one of mutual disdain.
0053,Brilliant Diamond / Shining Pearl,"It is a very haughty Pokémon. Among fans of Persian, the size of the jewel in its forehead is a topic of much talk."
0053,Scarlet,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness."
0053,Violet,It has a vicious temperament. Beware if it raises its tail straight up. This is a signal that it is about to pounce and bite.
0054,Red / Blue,"While lulling its enemies with its vacant look, this wily POKéMON will use psychokinetic powers."
0054,Yellow,"Always tormented by headaches. It uses psychic powers, but it is not known if it intends to do so."
